filename,n_gt,n_pred,tp,fp,fn,loc,category
Img_103_jpg.rf.e2a7b3cabff0bcd9ebd180d8b5e0f0e2.jpg,0,0,0,0,0,0,true_negative
Img_104_jpg.rf.22be67dc85ba212174532717e89f51f0.jpg,0,0,0,0,0,0,true_negative
Img_104_jpg.rf.7cee8e3ad4c38ed3eb85742ccbeebbcc.jpg,0,0,0,0,0,0,true_negative
Img_105_jpg.rf.4f1d458bab8851f0e9b8649f8e06d9ac.jpg,0,0,0,0,0,0,true_negative
Img_105_jpg.rf.5f235463a86a550e56e90dfb93838551.jpg,0,0,0,0,0,0,true_negative
Img_106_jpg.rf.5b8ef6af4dfdb4f153a2e63ed5e64e21.jpg,0,0,0,0,0,0,true_negative
Img_106_jpg.rf.6aff94f25d8e4ce62d7141bcd9827b35.jpg,0,0,0,0,0,0,true_negative
Img_109_jpg.rf.1850ca7b30a304ca7fc19fde6b5140bd.jpg,0,0,0,0,0,0,true_negative
Img_111_jpg.rf.4b88b65cdb72c5310aabeee09a86da17.jpg,0,0,0,0,0,0,true_negative
Img_113_jpg.rf.11afd675d03180f1e137cac5689405ea.jpg,0,0,0,0,0,0,true_negative
Img_113_jpg.rf.6928c19a7eb131580cbfa7571b308936.jpg,0,0,0,0,0,0,true_negative
Img_113_jpg.rf.f762fbfe2f690b8971084727e0ad8908.jpg,0,0,0,0,0,0,true_negative
Img_114_jpg.rf.9b8e48bd0ca8b6e4c21e36eeeb17d945.jpg,0,0,0,0,0,0,true_negative
Img_115_jpg.rf.536600b19101856b5c382a84e341c38b.jpg,0,0,0,0,0,0,true_negative
Img_115_jpg.rf.c500560c97b80276d63934a1415f2a65.jpg,0,0,0,0,0,0,true_negative
Img_116_jpg.rf.ac0d170267028dba0e4f084a69b96c40.jpg,0,0,0,0,0,0,true_negative
Img_117_jpg.rf.3087c12f1d12c09796a7720a3ea6947c.jpg,0,0,0,0,0,0,true_negative
Img_117_jpg.rf.777ff439da9639608fbc1d5ce4633ca3.jpg,0,0,0,0,0,0,true_negative
Img_118_jpg.rf.baa87e56ace02ce6de3df893cbdfcd01.jpg,0,0,0,0,0,0,true_negative
Img_119_jpg.rf.e7b06a03f1453de97cbf939970f1507c.jpg,0,0,0,0,0,0,true_negative
Img_121_jpg.rf.1d95bcd92a259c15f9c2ea45057bc6de.jpg,0,0,0,0,0,0,true_negative
Img_121_jpg.rf.a1096b4ee0b72c3b0b7ceafd820ed970.jpg,0,0,0,0,0,0,true_negative
Img_121_jpg.rf.fbc7d0974ef5626c0be01b9c904a4873.jpg,0,0,0,0,0,0,true_negative
Img_122_jpg.rf.19034926943d5b1f431476181237f0ce.jpg,0,0,0,0,0,0,true_negative
Img_122_jpg.rf.cb3a9afb015edeaa1a43b0ea09dad605.jpg,0,0,0,0,0,0,true_negative
Img_1237_jpg.rf.0ec3d706a13557fb1909dfc20415c1c2.jpg,0,0,0,0,0,0,true_negative
Img_1237_jpg.rf.0fdfafd05cfe70724f912ab5afce48bd.jpg,0,0,0,0,0,0,true_negative
Img_1237_jpg.rf.2e12d65a37bf58bca142fc9f26099f46.jpg,0,0,0,0,0,0,true_negative
Img_123_jpg.rf.28f501c2de7b2327d73c50f279cb5ace.jpg,0,0,0,0,0,0,true_negative
Img_123_jpg.rf.4d143963d0beb4de3e46e047bb068858.jpg,0,0,0,0,0,0,true_negative
Img_1248_jpg.rf.3e03565dc64efaa85fe9dd5b5c691ecd.jpg,0,0,0,0,0,0,true_negative
Img_1248_jpg.rf.4cd6643457aecfeaba996c01f91dd72d.jpg,0,0,0,0,0,0,true_negative
Img_1248_jpg.rf.6d4b7bc04ba0a5ad237cd303e585395b.jpg,0,0,0,0,0,0,true_negative
Img_124_jpg.rf.1182ffc0235c4b6b3d508aa70b80c1e2.jpg,0,0,0,0,0,0,true_negative
Img_124_jpg.rf.56d2e1f009c0947fcc53e2f2cd38e30e.jpg,0,0,0,0,0,0,true_negative
Img_1250_jpg.rf.288e048d9eed3b246faf510a26d5c46b.jpg,0,0,0,0,0,0,true_negative
Img_1250_jpg.rf.85ce9d99153107425940d9fb8a605c66.jpg,0,0,0,0,0,0,true_negative
Img_125_jpg.rf.d4fb07bd87c21a7edc68df957534cbe0.jpg,0,0,0,0,0,0,true_negative
Img_1268_jpg.rf.e954ed1c467d1cfa9c220e234b8bf65b.jpg,0,0,0,0,0,0,true_negative
Img_126_jpg.rf.7bb345ac834fa9ad479eda81eec050b4.jpg,0,0,0,0,0,0,true_negative
Img_1270_jpg.rf.e43fffc54303673cb729e8d43a436a8a.jpg,0,0,0,0,0,0,true_negative
Img_1274_jpg.rf.d02e831a6bb99ce69e9112d2f46302ce.jpg,0,0,0,0,0,0,true_negative
Img_127_jpg.rf.1f8696aab16ef6b46e16250e76ed93cc.jpg,0,0,0,0,0,0,true_negative
Img_127_jpg.rf.a79eb24194632a0b4dc4346b60e48d73.jpg,0,0,0,0,0,0,true_negative
Img_128_jpg.rf.5d30392e8ff77251d9516e100b336ca5.jpg,0,0,0,0,0,0,true_negative
Img_129_jpg.rf.699a13372df551d48bcd354cf0f620ce.jpg,0,0,0,0,0,0,true_negative
Img_131_jpg.rf.1cde82e1028eac58e2df515e5a1e041b.jpg,0,0,0,0,0,0,true_negative
Img_132_jpg.rf.621b99a84f49d6093ebabf0d79f1d3fe.jpg,0,0,0,0,0,0,true_negative
Img_132_jpg.rf.b7e9cec8b4ebf9850f5963cd3964eb2c.jpg,0,0,0,0,0,0,true_negative
Img_134_jpg.rf.4d45ced339c66fdee988ff5f85bc6591.jpg,0,0,0,0,0,0,true_negative
Img_135_jpg.rf.0b301e06cad0b31a04dc995fe5e0a974.jpg,0,0,0,0,0,0,true_negative
Img_136_jpg.rf.27afae552da8c0d86c795e7dd79fe191.jpg,0,0,0,0,0,0,true_negative
Img_136_jpg.rf.60f4addb1a687c5a4f9bfc37bf2ba8cc.jpg,0,0,0,0,0,0,true_negative
Img_137_jpg.rf.6bc5ee671187993ffadd40058327549f.jpg,0,0,0,0,0,0,true_negative
Img_138_jpg.rf.dfbe37ba0ecb1784d6a0b2ac96fcafca.jpg,0,0,0,0,0,0,true_negative
Img_1621_jpg.rf.e7dc19c404ec20361b9f71c084a03622.jpg,0,0,0,0,0,0,true_negative
Img_1622_jpg.rf.6ed335b6f15804666c44bcae29abba7c.jpg,0,0,0,0,0,0,true_negative
Img_1622_jpg.rf.ecc93943afd6f7dc1993b56c2d938086.jpg,0,0,0,0,0,0,true_negative
Img_1668_jpg.rf.21b09bd53836fb8b7758c07cba4b260a.jpg,0,0,0,0,0,0,true_negative
Img_1672_jpg.rf.a250462dca898dee3cc317979e97d0ba.jpg,0,0,0,0,0,0,true_negative
Img_1712_jpg.rf.b4f538289cecbc241352047c1f0d599a.jpg,0,0,0,0,0,0,true_negative
Img_1712_jpg.rf.fff47d450322d4139e3b1fe694d84336.jpg,0,0,0,0,0,0,true_negative
Img_1713_jpg.rf.c6227abd9ed56cb2420050c16e84c04f.jpg,0,0,0,0,0,0,true_negative
Img_1934_jpg.rf.37b94233a9eb8d3a6fb5c285a19168f7.jpg,0,0,0,0,0,0,true_negative
Img_2125_jpg.rf.772a1f665fe8d1d1767da2b81bfa60f8.jpg,0,0,0,0,0,0,true_negative
Img_25_jpg.rf.acd5157e122f38cef3ed155a9a99dd1a.jpg,0,0,0,0,0,0,true_negative
Img_25_jpg.rf.ebca34593e6211b2c462a311802acba1.jpg,0,0,0,0,0,0,true_negative
Img_26_jpg.rf.10a9afd8642a46777bb42177ef8dcbda.jpg,0,0,0,0,0,0,true_negative
Img_26_jpg.rf.e35eaa3433a6191834fb54756526aea2.jpg,0,0,0,0,0,0,true_negative
Img_270_jpg.rf.9d84fc3ac0fe323adc534846130c98f0.jpg,0,0,0,0,0,0,true_negative
Img_271_jpg.rf.2858cb03d238482c9d02e600426156da.jpg,0,0,0,0,0,0,true_negative
Img_271_jpg.rf.5620b90d574a096c63f008d3c88fe026.jpg,0,0,0,0,0,0,true_negative
Img_271_jpg.rf.ac2371d6a651be1193f72e444dc6e72c.jpg,0,0,0,0,0,0,true_negative
Img_272_jpg.rf.5cb87299b7df0a0be1b18f673a7765b6.jpg,0,0,0,0,0,0,true_negative
Img_272_jpg.rf.f82dcd975625f4868b37b62eb49c75c9.jpg,0,0,0,0,0,0,true_negative
Img_273_jpg.rf.43a88a84856b77fce7a74758f5170e9b.jpg,0,0,0,0,0,0,true_negative
Img_273_jpg.rf.a732ba8a7d650c568a35bd97d0de8c17.jpg,0,0,0,0,0,0,true_negative
Img_28_jpg.rf.034132575f304fcb3eb223e6d72c3939.jpg,0,0,0,0,0,0,true_negative
Img_28_jpg.rf.719dec01edf93df123d333f3d3e4b225.jpg,0,0,0,0,0,0,true_negative
Img_28_jpg.rf.ed23aa1fd5d7781d993b4bbcaac812c3.jpg,0,0,0,0,0,0,true_negative
Img_29_jpg.rf.e5aca87ded9dee6889000e70d325897b.jpg,0,0,0,0,0,0,true_negative
Img_29_jpg.rf.fc17afff30fd07db2eaf1d28281567b3.jpg,0,0,0,0,0,0,true_negative
Img_30_jpg.rf.91878a41452bd2c6c9172b4cae7c11ec.jpg,0,0,0,0,0,0,true_negative
Img_30_jpg.rf.e83a7828ba5fc3b08a4cacdb2ab296c5.jpg,0,0,0,0,0,0,true_negative
Img_31_jpg.rf.19f27677f50a73344c6ee1e4ddddb015.jpg,0,0,0,0,0,0,true_negative
Img_32_jpg.rf.3f80430f2a7fe19d82313d2bcb224796.jpg,0,0,0,0,0,0,true_negative
Img_33_jpg.rf.8ac6cff278fb471784b2b18647d46c9c.jpg,0,0,0,0,0,0,true_negative
Img_33_jpg.rf.f1f61dc552b23e458739b4fa009a722a.jpg,0,0,0,0,0,0,true_negative
Img_34_jpg.rf.308c9f05a796a487a2e28a3705831cc5.jpg,0,0,0,0,0,0,true_negative
Img_35_jpg.rf.99efd6395e16f4f9750973dbf05622d5.jpg,0,0,0,0,0,0,true_negative
Img_35_jpg.rf.a3e2e8964f24657a26c0744ad66cfed9.jpg,0,0,0,0,0,0,true_negative
Img_35_jpg.rf.acfb3e2f3706bd14c239ca602165a970.jpg,0,0,0,0,0,0,true_negative
Img_36_jpg.rf.56d3da552c73c262b3efbf5c145e4a20.jpg,0,0,0,0,0,0,true_negative
Img_36_jpg.rf.b0a0ad1c35af341eea891cb5f6b59efb.jpg,0,0,0,0,0,0,true_negative
Img_37_jpg.rf.e02e43ab37b91e17c163d1ce9bb5d09a.jpg,0,0,0,0,0,0,true_negative
Img_381_jpg.rf.25cb379b4f4ee64e2d1e6ec74c54bde1.jpg,0,0,0,0,0,0,true_negative
Img_381_jpg.rf.e2b8ae3616aac64ebea106f934cf61be.jpg,0,0,0,0,0,0,true_negative
Img_38_jpg.rf.4b8c740976660f5804690316b47b46b2.jpg,0,0,0,0,0,0,true_negative
Img_38_jpg.rf.b07c6b1c418053c76cf119c4d4fcfd1f.jpg,0,0,0,0,0,0,true_negative
Img_39_jpg.rf.0b4d8192bac2efcf56ac9fca8e4792bc.jpg,0,0,0,0,0,0,true_negative
Img_39_jpg.rf.42845bbd715f788fa2c6be6afc14d445.jpg,0,0,0,0,0,0,true_negative
Img_39_jpg.rf.b02abd30faab8600648b8c987b61a56e.jpg,0,0,0,0,0,0,true_negative
Img_40_jpg.rf.2c5649c79062c77d7f89a5cd41b8fb4b.jpg,0,0,0,0,0,0,true_negative
Img_41_jpg.rf.7c9e2ea24bbfe9f2331e3d10dec56ddb.jpg,0,0,0,0,0,0,true_negative
Img_41_jpg.rf.917a623e65982d6a4fabc3700ebc5397.jpg,0,0,0,0,0,0,true_negative
Img_43_jpg.rf.710adc9a52c271e154a3e8084f8d4877.jpg,0,0,0,0,0,0,true_negative
Img_44_jpg.rf.8ac1937e485c90e0da78be05bdd0f6cd.jpg,0,0,0,0,0,0,true_negative
Img_44_jpg.rf.ef942e90bb0ca2be72d78e0a8b1a37ff.jpg,0,0,0,0,0,0,true_negative
Img_45_jpg.rf.8eb1715aa0ab0ecb03dea6f8a50cf2f9.jpg,0,0,0,0,0,0,true_negative
Img_45_jpg.rf.ec95bec7f8b74d8cc22ab2c56fe6bb66.jpg,0,0,0,0,0,0,true_negative
Img_46_jpg.rf.04ff88908f83a471a32ebe0b77b825e1.jpg,0,0,0,0,0,0,true_negative
Img_46_jpg.rf.f0681d9fb906317214459fd376574183.jpg,0,0,0,0,0,0,true_negative
Img_47_jpg.rf.1651151b4d5ba22c5dd36b9623b7ecbe.jpg,0,0,0,0,0,0,true_negative
Img_47_jpg.rf.b3c93e68c913268fb0383a739a0aac25.jpg,0,0,0,0,0,0,true_negative
Img_486_jpg.rf.c5345df432b1001e88a34473448c554c.jpg,0,0,0,0,0,0,true_negative
Img_48_jpg.rf.7e7ae60e7bdeec18f2345aaed286ad52.jpg,0,0,0,0,0,0,true_negative
Img_49_jpg.rf.738c427b323c8ed74512c047cc61ff1c.jpg,0,0,0,0,0,0,true_negative
Img_49_jpg.rf.e7430648f0760ba1adfa1a296aac41f0.jpg,0,0,0,0,0,0,true_negative
Img_50_jpg.rf.e9b4d0568056c34c473b273375c4886b.jpg,0,0,0,0,0,0,true_negative
Img_516_jpg.rf.0f1a8aa5cb359462e82528c65fc6afa5.jpg,0,0,0,0,0,0,true_negative
Img_516_jpg.rf.2e821fc76bc45e1aa4b37a35baf95b7b.jpg,0,0,0,0,0,0,true_negative
Img_51_jpg.rf.1f2412d1d10becf7c40717b168527106.jpg,0,0,0,0,0,0,true_negative
Img_52_jpg.rf.4c4b698b9d278c159b74afa9fea6b41a.jpg,0,0,0,0,0,0,true_negative
Img_52_jpg.rf.ecfdac3631ada91963940012175e1ac3.jpg,0,0,0,0,0,0,true_negative
Img_530_jpg.rf.0972ce96845a2cf0b19f91a9c69bae06.jpg,0,0,0,0,0,0,true_negative
Img_530_jpg.rf.9166a562f712a3fa44ddc9f0a1f93330.jpg,0,0,0,0,0,0,true_negative
Img_537_jpg.rf.c582c32726e3d6ca17b2168c4168389a.jpg,0,0,0,0,0,0,true_negative
Img_537_jpg.rf.cf4a3cfebecfeb54dd1e2113746c5d24.jpg,0,0,0,0,0,0,true_negative
Img_53_jpg.rf.29d3d9c36eeb8c31ad28c094a2c48e07.jpg,0,0,0,0,0,0,true_negative
Img_54_jpg.rf.9420e87535496288052edf188f9a2614.jpg,0,0,0,0,0,0,true_negative
Img_559_jpg.rf.020b3de2ef4866acf3e16e6d6d04894d.jpg,0,0,0,0,0,0,true_negative
Img_55_jpg.rf.08c2c4e091d8eed78e592debea83ca3c.jpg,0,0,0,0,0,0,true_negative
Img_55_jpg.rf.4816594c55a198bfc41e16c9b45ce2fd.jpg,0,0,0,0,0,0,true_negative
Img_567_jpg.rf.4422e27aee6606b4c22670a2a4e6cf99.jpg,0,0,0,0,0,0,true_negative
Img_56_jpg.rf.29d09269d56bd15bcf6f60357ef0b63b.jpg,0,0,0,0,0,0,true_negative
Img_570_jpg.rf.180762aef0c3ce33607da980e0612ec3.jpg,0,0,0,0,0,0,true_negative
Img_570_jpg.rf.40d53ccd165f3feb473dd6f45b6639e6.jpg,0,0,0,0,0,0,true_negative
Img_576_jpg.rf.1f99130bf9a2d7d2ad0f572bb8cf7c6b.jpg,0,0,0,0,0,0,true_negative
Img_57_jpg.rf.5913fe56fe254e6cd1cc1b8e84b275bd.jpg,0,0,0,0,0,0,true_negative
Img_57_jpg.rf.708cd73caa4145c9d689cb0cf69ccfbc.jpg,0,0,0,0,0,0,true_negative
Img_58_jpg.rf.0b3b3d7f6fc8d66f0005dc8739b4c359.jpg,0,0,0,0,0,0,true_negative
Img_58_jpg.rf.3c9974a5d8b003068cf21098e6fc8669.jpg,0,0,0,0,0,0,true_negative
Img_59_jpg.rf.0f61415e811cbbbc8f8aef6e5a49d594.jpg,0,0,0,0,0,0,true_negative
Img_59_jpg.rf.e0650711b2bd2b0da03ca75415970038.jpg,0,0,0,0,0,0,true_negative
Img_5_jpg.rf.40406946d1d86d8c9050b06e175a93e3.jpg,0,0,0,0,0,0,true_negative
Img_61_jpg.rf.86af67ced0b1ee0550d691bffb7f2f55.jpg,0,0,0,0,0,0,true_negative
Img_62_jpg.rf.3b3a121c1ebdf3d014f5a9343b57a7c7.jpg,0,0,0,0,0,0,true_negative
Img_63_jpg.rf.16038a0cfdc3ad6c76b99dfb5029b21e.jpg,0,0,0,0,0,0,true_negative
Img_63_jpg.rf.77f2b0e765205b784b4527a89e71c4f4.jpg,0,0,0,0,0,0,true_negative
Img_63_jpg.rf.c37a564c11096dc0aec101f83447cf9a.jpg,0,0,0,0,0,0,true_negative
Img_64_jpg.rf.378a8532359fc3c656d9ba40edc24e4c.jpg,0,0,0,0,0,0,true_negative
Img_65_jpg.rf.94f4c0bc5cecddf87aab01ccb5beeffb.jpg,0,0,0,0,0,0,true_negative
Img_67_jpg.rf.0a4a7b9dd390ba54f87412ca25c8b800.jpg,0,0,0,0,0,0,true_negative
Img_67_jpg.rf.82b8ef8f5669ac3eb4cedf0df2626f41.jpg,0,0,0,0,0,0,true_negative
Img_68_jpg.rf.26405fd353d004b904b34f8fd58a9271.jpg,0,0,0,0,0,0,true_negative
Img_68_jpg.rf.cee5652e5314e86d5707ad49d1078935.jpg,0,0,0,0,0,0,true_negative
Img_69_jpg.rf.08ced88d9e41354af1e3045a7ac95405.jpg,0,0,0,0,0,0,true_negative
Img_69_jpg.rf.61244a6e0b52fb015e13989c049dcc9b.jpg,0,0,0,0,0,0,true_negative
Img_69_jpg.rf.949de09c463f93372764a78902ec5a98.jpg,0,0,0,0,0,0,true_negative
Img_70_jpg.rf.9fd7bb6a19616791d6e5c3571e08b77d.jpg,0,0,0,0,0,0,true_negative
Img_71_jpg.rf.57e95706d43315d72dad5b7918bb7c83.jpg,0,0,0,0,0,0,true_negative
Img_71_jpg.rf.e2113d6294a724c233fbba75b0503940.jpg,0,0,0,0,0,0,true_negative
Img_72_jpg.rf.b40c9c3aa9b61b7058767be7dc53e4e3.jpg,0,0,0,0,0,0,true_negative
Img_73_jpg.rf.0bb3bdde18f7c2bdb145e483811a0122.jpg,0,0,0,0,0,0,true_negative
Img_73_jpg.rf.19accf6ea414493f32f5b9b9e062fa46.jpg,0,0,0,0,0,0,true_negative
Img_74_jpg.rf.c9ee9603539cf64778690fb54b8db42b.jpg,0,0,0,0,0,0,true_negative
Img_74_jpg.rf.ece9a5e2efca0622ce141fcda8163a82.jpg,0,0,0,0,0,0,true_negative
Img_77_jpg.rf.59db877f86006fd060de511a437ed804.jpg,0,0,0,0,0,0,true_negative
Img_77_jpg.rf.6df8a94838346ceb98706909e07b44db.jpg,0,0,0,0,0,0,true_negative
Img_78_jpg.rf.2b9531e63257f40436774f3c71a842c1.jpg,0,0,0,0,0,0,true_negative
Img_79_jpg.rf.6abadbc3fd493884e3e67e71f188c252.jpg,0,0,0,0,0,0,true_negative
Img_7_jpg.rf.108e4e628b68ce29bd581f49c45e8cae.jpg,0,0,0,0,0,0,true_negative
Img_81_jpg.rf.26a0850d6eae6f52002fced9ebcaae2b.jpg,0,0,0,0,0,0,true_negative
Img_82_jpg.rf.89487b6d965595491ad2e64976da8165.jpg,0,0,0,0,0,0,true_negative
Img_82_jpg.rf.fe7975880d29459e9e912cf0791717bc.jpg,0,0,0,0,0,0,true_negative
Img_83_jpg.rf.3c35287dbe6445ac2c1899c32aecd332.jpg,0,0,0,0,0,0,true_negative
Img_83_jpg.rf.ecbd7e6cdf374e3ecd1fa4bbbbba5ae8.jpg,0,0,0,0,0,0,true_negative
Img_85_jpg.rf.b91a1bd0f8eb9215ab2ec865c0a31d60.jpg,0,0,0,0,0,0,true_negative
Img_86_jpg.rf.309a6cf7951e61ad868a90c0bb05ab18.jpg,0,0,0,0,0,0,true_negative
Img_86_jpg.rf.fb1448a517fe081f1e69d5f3aef4148a.jpg,0,0,0,0,0,0,true_negative
Img_87_jpg.rf.3f4a60f9eaab201d8634d88c8f3da0fa.jpg,0,0,0,0,0,0,true_negative
Img_87_jpg.rf.5743d0f945385d2897e2cfda3a93da69.jpg,0,0,0,0,0,0,true_negative
Img_88_jpg.rf.d62f13deac234e174d9b75dd97d08287.jpg,0,0,0,0,0,0,true_negative
Img_89_jpg.rf.85d9a784c91b8c5654e3e4d5f8a4f844.jpg,0,0,0,0,0,0,true_negative
Img_8_jpg.rf.079c4a3d2014b10c1dea339a27c8519f.jpg,0,0,0,0,0,0,true_negative
Img_8_jpg.rf.75b43684eb35403854f5f0212ef08dd6.jpg,0,0,0,0,0,0,true_negative
Img_90_jpg.rf.12d634835d1f4489f4f9bf91c47e5832.jpg,0,0,0,0,0,0,true_negative
Img_91_jpg.rf.8d164155ded0405e50cc117b03ad2dea.jpg,0,0,0,0,0,0,true_negative
Img_91_jpg.rf.d8b9282ccd4f8ae663310374f2796226.jpg,0,0,0,0,0,0,true_negative
Img_92_jpg.rf.0eb3bd5131d446ca9153e6d50254bb4f.jpg,0,0,0,0,0,0,true_negative
Img_92_jpg.rf.135eadfc2ce58db16130a09f46a23aa5.jpg,0,0,0,0,0,0,true_negative
Img_93_jpg.rf.35a3af70ed7ec8b53b7d7b6cf2d4c214.jpg,0,0,0,0,0,0,true_negative
Img_93_jpg.rf.97089c526eaeb9f24067dbd931c65693.jpg,0,0,0,0,0,0,true_negative
Img_95_jpg.rf.84a637981967bfef2b3abf760f6b31df.jpg,0,0,0,0,0,0,true_negative
Img_95_jpg.rf.8b51ee3be9818d0003545544e86f2a60.jpg,0,0,0,0,0,0,true_negative
Img_96_jpg.rf.3ac30b312c6d40c9cd892489b16e061e.jpg,0,0,0,0,0,0,true_negative
Img_98_jpg.rf.6e1b1fad08fc92a79757f16867296881.jpg,0,0,0,0,0,0,true_negative
Img_98_jpg.rf.a9eb464c651e9ddd6d8dc6c47bc76f4d.jpg,0,0,0,0,0,0,true_negative
Img_99_jpg.rf.f3fe20a3cdd38576bb1a7c51d79d18d0.jpg,0,0,0,0,0,0,true_negative
MirrorWEBFire057_jpg.rf.9ef40db46e7656e4226091dd649859da.jpg,3,4,3,1,0,0,false_positive
MirrorWEBFire1048_jpg.rf.c057928099a1810734e7abf9dc78a355.jpg,6,1,0,0,5,1,localization
MirrorWEBFire1048_jpg.rf.e301853d47207cde160a780b828cd50f.jpg,6,1,0,0,5,1,localization
MirrorWEBFire1066_jpg.rf.c179104897dbe6602cfbccbc45c84e04.jpg,3,3,2,1,1,0,mixed_error
MirrorWEBFire1143_jpg.rf.2f2db456b9774851f0a93560b50794b8.jpg,2,1,1,0,1,0,false_negative
MirrorWEBFire1202_jpg.rf.46d0b2badc0fefaa3587001b3d407db3.jpg,1,1,1,0,0,0,true_positive
MirrorWEBFire1202_jpg.rf.5a70fba62999cb712b0e92fb29f6c970.jpg,1,1,1,0,0,0,true_positive
MirrorWEBFire1259_jpg.rf.18f567c4e9304ad66f5bdf85ced2233e.jpg,2,0,0,0,2,0,false_negative
MirrorWEBFire1259_jpg.rf.941f5b0a4fbb912f876fb9223f8153af.jpg,2,1,0,0,1,1,localization
MirrorWEBFire1385_jpg.rf.a97614e3cd709de5728265519f763bb6.jpg,2,1,0,0,1,1,localization
MirrorWEBFire1417_jpg.rf.3865198d9c828811285485890b495e51.jpg,1,2,0,1,0,1,localization
MirrorWEBFire148_jpg.rf.ab329f5a2bdc76634c6abd953a119eda.jpg,3,2,1,0,1,1,localization
MirrorWEBFire1497_jpg.rf.dd88d618cdd23e40b2b30be6806ed395.jpg,7,4,3,0,3,1,localization
MirrorWEBFire1532_jpg.rf.50d9232f2df6ab990d1f655add061d94.jpg,3,3,3,0,0,0,true_positive
MirrorWEBFire1532_jpg.rf.5e445542fe4f03dcef5fd8770fd10dc0.jpg,3,1,1,0,2,0,false_negative
MirrorWEBFire1545_jpg.rf.7f23d55509d0e27e39bdb2714c543902.jpg,2,1,1,0,1,0,false_negative
MirrorWEBFire1553_jpg.rf.6db633d0f5a8893ba048e844ab1739a4.jpg,1,1,1,0,0,0,true_positive
MirrorWEBFire1584_jpg.rf.7e701876dcb74a028a9644dc953b2d33.jpg,5,5,3,1,1,1,localization
MirrorWEBFire1668_jpg.rf.45d10d2883efcacbabbca7624fcd6cf3.jpg,3,2,2,0,1,0,false_negative
MirrorWEBFire1736_jpg.rf.2ae770084b951c4706ce9e080cceec79.jpg,1,1,1,0,0,0,true_positive
MirrorWEBFire1987_jpg.rf.ec85ccd94e6d9b364690ccc4eb16859a.jpg,3,3,1,1,1,1,localization
MirrorWEBFire2052_jpg.rf.d271ad9fe94e84aea7c90110536dce80.jpg,6,2,1,0,4,1,localization
MirrorWEBFire2053_jpg.rf.d5aaac0836c58fa65c868f83b6af1869.jpg,2,1,1,0,1,0,false_negative
MirrorWEBFire2132_jpg.rf.2d2f372ed60a305a719cfcd2585861a7.jpg,4,3,1,1,2,1,localization
MirrorWEBFire2144_jpg.rf.30c0040309b6f2ff142d51a849d4f032.jpg,1,2,1,1,0,0,false_positive
MirrorWEBFire397_jpg.rf.55a145c0f876ec971daacc783dadca8e.jpg,5,2,1,1,4,0,mixed_error
MirrorWEBFire397_jpg.rf.c59306284ffb1c9e132c7a1e037b1ea1.jpg,5,6,4,2,1,0,mixed_error
MirrorWEBSmoke2269_jpg.rf.3fa392b3c6b3c8a116696863d0b7e90e.jpg,3,1,1,0,2,0,false_negative
MirrorWEBSmoke2277_jpg.rf.756b0a92fbde0dacc2d6d2c7ab701c45.jpg,2,4,0,3,1,1,localization
MirrorWEBSmoke2286_jpg.rf.8d481ef294648bc8671e8d3bdb897892.jpg,2,1,1,0,1,0,false_negative
MirrorWEBSmoke2291_jpg.rf.6407dd797d389d04d8c97bf3ca147cbb.jpg,2,3,2,1,0,0,false_positive
MirrorWEBSmoke2357_jpg.rf.81d839a292aa90e0bbb65cfc7a5e5714.jpg,5,3,2,0,2,1,localization
MirrorWEBSmoke2367_jpg.rf.70dbb7aa9352b216248fb4f13f4c63d5.jpg,11,3,2,1,9,0,mixed_error
MirrorWEBSmoke2374_jpg.rf.29d93c555115d6b01d452a4b1f5c7b69.jpg,6,5,2,2,3,1,localization
MirrorWEBSmoke2380_jpg.rf.8a8d3acc5772fce4edc5cba4b7813257.jpg,2,2,2,0,0,0,true_positive
MirrorWEBSmoke2847_jpg.rf.e0c50ddf85f39f5113a735868f3c029c.jpg,6,3,2,0,3,1,localization
MirrorWEBSmoke296_jpg.rf.b1bed89471e9ea980bc75c89c9df2ab6.jpg,1,2,0,1,0,1,localization
MirrorWEBSmoke3087_jpg.rf.907e09c5cb79d9f2f143ae551567444f.jpg,4,2,1,0,2,1,localization
MirrorWEBSmoke804_jpg.rf.59fc83407d69676ddb1f97eaa30140bc.jpg,3,3,1,1,1,1,localization
new_fire_6_jpg.rf.9a5788179473b5477698743f580f4889.jpg,2,3,2,1,0,0,false_positive
new_fire_fire-439_png_jpg.rf.0ef46f96d2cdf70c9956f01e6ef0c273.jpg,3,3,1,0,0,2,localization
new_fire_fire-439_png_jpg.rf.1640082dcd22bc6c4264e8acb38d8d64.jpg,3,3,1,1,1,1,localization
new_fire_fire-469_png_jpg.rf.08e83506917bfea14f62c4e1186bba76.jpg,1,1,1,0,0,0,true_positive
new_fire_fire-496_png_jpg.rf.2d01fe0916eeb259c3852ba9e89962b4.jpg,1,1,1,0,0,0,true_positive
new_fire_fire-496_png_jpg.rf.d1092c80cfc16c91334933b9e00ff1a8.jpg,1,1,1,0,0,0,true_positive
new_fire_fire-502_png_jpg.rf.341ae406a137a16543976b5cc2692b11.jpg,1,2,1,1,0,0,false_positive
new_fire_fire-510_png_jpg.rf.e0e4abc8d8e6f3527843d60f2d181a01.jpg,2,0,0,0,2,0,false_negative
